TimeStamp(s),FrameCounter,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,EulerX,EulerY,EulerZ
0.01,1,-0.003,-1.004,0.033,-4.9274388,4.9274388,-0.4583664000000001,93.12286374,-0.39534102,-27.72543762
0.02,2,-0.002,-1.003,0.032,-4.9847345999999995,5.042030400000002,-0.4010706,93.06556794,-0.39534102,-27.673871400000003
0.03,3,-0.001,-1.008,0.034,-5.0993262,4.8128472,-0.1718874,93.01400172,-0.39534102,-27.62803476
0.04,4,0.001,-1.01,0.039,-5.0993262,4.4690724,-0.11459160000000003,92.9624355,-0.4010706000000001,-27.58219812
0.05,5,0.004,-1.01,0.041,-4.6409598,3.9534102,0.057295800000000015,92.89368054,-0.38961144,-27.54782064
0.060000000000000005,6,0.004,-1.01,0.045,-4.4117766,3.2085648,0.22918320000000006,92.8478439,-0.39534102,-27.51917274
0.06999999999999999,7,0.004,-1.009,0.043,-4.583664,2.4637194,0.057295800000000015,92.80200726,-0.4010706000000001,-27.496254420000003
0.08,8,0.005,-1.008,0.042,-4.5263682,2.0053530000000004,0.0,92.75617062,-0.4010706000000001,-27.473336100000004
0.09,9,0.006,-1.009,0.041,-4.6982556,1.6042823999999998,-0.1718874,92.7046044,-0.4010706000000001,-27.45614736
0.09999999999999999,10,0.009000000000000001,-1.007,0.039,-4.8701430000000006,1.2032118,-0.11459160000000003,92.63011986,-0.37815228,-27.45614736
0.11,11,0.008,-1.004,0.039,-4.6982556,0.7448454000000001,0.22918320000000006,92.58428322,-0.38388186,-27.45041778
0.12,12,0.004,-1.005,0.04,-4.3544808,0.1718874,0.4583664000000001,92.53844658,-0.38961144,-27.4446882
0.13,13,-0.002,-1.008,0.04,-4.4690724,-0.057295800000000015,0.3437748,92.49260994,-0.38961144,-27.45041778
0.14,14,-0.008,-1.009,0.038,-4.8701430000000006,0.1718874,0.1718874,92.4467733,-0.39534102,-27.4446882
0.15000000000000002,15,-0.014,-1.009,0.034,-5.3285094000000015,0.7448454000000001,0.11459160000000003,92.36655918,-0.4010706000000001,-27.43895862
0.16,16,-0.015,-1.008,0.03,-5.7868758000000025,1.2605076000000002,0.0,92.3035338,-0.4010706000000001,-27.42749946
0.17,17,-0.014,-1.008,0.027000000000000003,-6.1879464,1.8907613999999997,-0.11459160000000003,92.24050842,-0.4010706000000001,-27.41031072
0.18000000000000002,18,-0.012,-1.01,0.025,-6.6463128000000005,2.0053530000000004,-0.22918320000000006,92.17175346,-0.4010706000000001,-27.3873924
0.19,19,-0.013,-1.013,0.025,-6.990087599999999,2.5210152000000003,-0.572958,92.1029985,-0.39534102,-27.36447408
0.2,20,-0.014,-1.013,0.027000000000000003,-7.2765666,3.8961144,-0.8021411999999999,92.0170548,-0.39534102,-27.32436702
0.21000000000000002,21,-0.009000000000000001,-1.011,0.022,-7.6203414,5.042030400000002,-0.7448454000000001,91.93684068,-0.38961144,-27.27853038
0.22,22,-0.006,-1.01,0.018000000000000002,-7.8495246,5.9014674000000005,-0.6302538000000001,91.85662656,-0.38961144,-27.215505
0.23,23,-0.003,-1.008,0.015,-8.250595200000001,6.9327918,-0.3437748,91.77068286,-0.38961144,-27.15247962
0.24000000000000002,24,0.001,-1.004,0.015,-8.651665800000002,7.161975,0.22918320000000006,91.67900958,-0.39534102,-27.07799508
0.25,25,0.006999999999999999,-0.996,0.019,-9.1100322,6.6463128000000005,0.7448454000000001,91.57587714,-0.4010706000000001,-27.02069928
0.26,26,0.009000000000000001,-0.991,0.027000000000000003,-9.3965112,4.9847345999999995,1.0886202,91.47847428,-0.41252976,-26.96913306
0.27,27,0.014,-0.984,0.037000000000000005,-9.5111028,3.8388186,1.2032118,91.38107142,-0.4297185000000001,-26.934755579999994
0.28,28,0.024,-0.985,0.041,-9.453807000000001,3.2085648,1.0886202,91.28939814,-0.44117766,-26.90610768
0.29000000000000004,29,0.031,-0.993,0.035,-9.6829902,2.1199446,0.6302538000000001,91.1862657,-0.4526368200000001,-26.88318936
0.3,30,0.028,-1.002,0.024,-10.4278356,0.5156622000000001,0.11459160000000003,91.0716741,-0.4297185000000001,-26.88891894
0.31,31,0.021,-1.007,0.014,-10.8289062,-1.4896908000000002,0.0,90.96281208,-0.4297185000000001,-26.90610768
0.32,32,0.011,-1.006,0.014,-10.6570188,-3.8961144,0.22918320000000006,90.85395006,-0.4297185000000001,-26.94621474
0.33,33,0.011,-1.003,0.021,-10.1986524,-6.130650599999999,0.572958,90.75081762,-0.43544808,-27.00351054
0.34,34,0.019,-0.996,0.036000000000000004,-9.5111028,-7.6203414,0.8594370000000001,90.65914434,-0.44117766,-27.08372466
0.35000000000000003,35,0.024,-0.994,0.049,-8.651665800000002,-8.8235532,0.9740286,90.57893022,-0.43544808,-27.17539794
0.36000000000000004,36,0.023,-0.992,0.059,-8.021412000000002,-10.5424272,0.8594370000000001,90.4987161,-0.44117766,-27.27853038
0.37,37,0.02,-0.992,0.069,-7.7922288,-12.2040054,0.6302538000000001,90.41850198,-0.44690724,-27.404581140000005
0.38,38,0.014,-0.993,0.07200000000000001,-8.307891,-13.0634424,0.286479,90.33828786,-0.44117766,-27.530631899999996
0.39,39,0.006,-0.989,0.071,-8.9954406,-13.120738199999998,-0.11459160000000003,90.24661458,-0.44117766,-27.66241224
0.4,40,0.003,-0.985,0.07400000000000001,-9.453807000000001,-13.0634424,-0.5156622000000001,90.16640046,-0.42398892,-27.79419258
0.41000000000000003,41,0.003,-0.986,0.078,-9.8548776,-12.891555,-0.8594370000000001,90.06899759999997,-0.41252976,-27.92597292
0.42000000000000004,42,0.006999999999999999,-0.991,0.078,-10.026765,-12.6623718,-1.145916,89.97159474,-0.4010706000000001,-28.05202368
0.43,43,0.01,-0.996,0.075,-10.313244,-12.4904844,-1.2032118,89.8684623,-0.38388186,-28.17807444
0.44,44,0.01,-0.999,0.071,-10.7143146,-12.4331886,-0.9740286,89.75960028,-0.3724227000000001,-28.29839562
0.45,45,0.004,-1.002,0.069,-10.9434978,-12.261301199999998,-0.6302538000000001,89.66219742,-0.36096354,-28.42444638
0.46,46,-0.003,-1.005,0.069,-10.886202,-11.8029348,-0.4010706,89.55333540000002,-0.35523396,-28.544767560000004
0.47000000000000003,47,-0.013,-1.005,0.07200000000000001,-10.7143146,-10.7143146,-0.4010706,89.45020296,-0.34950438,-28.65362958
0.48000000000000004,48,-0.017,-1.001,0.076,-10.7716104,-9.1100322,-0.286479,89.34134094,-0.3437748,-28.74530286
0.49,49,-0.021,-0.996,0.075,-11.0580894,-7.2192707999999985,0.0,89.23247891999998,-0.3437748,-28.81405782
0.5,50,-0.023,-0.992,0.073,-11.2872726,-5.3858052,-0.057295800000000015,89.14080564,-0.34950438,-28.86562404
0.51,51,-0.025,-0.989,0.065,-11.5737516,-3.2658606,-0.11459160000000003,89.02048446,-0.34950438,-28.90000152
0.52,52,-0.025,-0.985,0.055,-12.0894138,-1.432395,-0.5156622000000001,88.90016328,-0.3437748,-28.91719026
0.53,53,-0.021,-0.982,0.043,-12.7196676,0.22918320000000006,-0.9740286,88.76838294000002,-0.33804522,-28.91719026
0.54,54,-0.013,-0.972,0.029,-13.750992000000002,1.432395,-1.3750992,88.63087302,-0.32658606,-28.905731099999997
0.55,55,-0.005,-0.954,0.006,-15.4125702,1.6042823999999998,-2.0626488000000003,88.47044478000002,-0.30366774,-28.89427194
0.56,56,-0.005,-0.927,-0.016,-17.18874,1.3178034,-3.151269,88.2928278,-0.27501984,-28.88281278
0.5700000000000001,57,-0.008,-0.9,-0.026,-19.5378678,-0.11459160000000003,-4.297185,88.09802207999998,-0.22918320000000003,-28.888542359999995
0.5800000000000001,58,-0.016,-0.878,-0.033,-21.6578124,-1.7188740000000002,-5.72958,87.87456846,-0.17761697999999998,-28.905731099999997
0.59,59,-0.029,-0.8640000000000001,-0.046,-23.7204612,-3.2085648,-7.2192707999999985,87.6339261,-0.10886202,-28.94583816
0.6,60,-0.04,-0.856,-0.051,-25.6685184,-4.0680017999999984,-9.0527364,87.37036542000001,-0.02291832,-28.9916748
0.61,61,-0.049,-0.8540000000000001,-0.067,-28.5906042,-5.042030400000002,-10.599723,87.08388642,0.06875496,-29.0489706
0.62,62,-0.053,-0.861,-0.066,-32.142943800000005,-7.7349330000000025,-11.5737516,86.75730036,0.18334656,-29.1349143
0.63,63,-0.034,-0.872,-0.052000000000000005,-33.518043,-8.193299399999999,-12.318597,86.41352556000002,0.29793816,-29.22658758
0.64,64,-0.017,-0.899,-0.047,-31.8564648,-7.9641161999999985,-11.9748222,86.09266908,0.41252976,-29.31826086
0.65,65,-0.011,-0.938,-0.027000000000000003,-30.8251404,-8.479778399999999,-10.255948199999999,85.78327176,0.5042030399999999,-29.40993414
0.66,66,-0.018000000000000002,-0.963,-0.001,-30.8824362,-8.880849000000003,-7.5057497999999985,85.46814486,0.5729580000000001,-29.507337
0.67,67,-0.033,-0.973,0.019,-30.4240698,-8.9381448,-4.1825934,85.15874754000002,0.6073354799999999,-29.599010280000005
0.68,68,-0.055,-0.975,0.033,-29.67922440000001,-8.4224826,-1.0886202,84.86080938,0.6073354799999999,-29.690683560000004
0.6900000000000001,69,-0.07,-0.969,0.045,-28.7051958,-7.1046792000000005,1.0313244,84.56860079999998,0.59014674,-29.75943852
0.7000000000000001,70,-0.08199999999999999,-0.968,0.064,-28.5906042,-6.1879464,2.291832,84.29931054,0.5443101,-29.81673432
0.7100000000000001,71,-0.09,-0.974,0.091,-29.1635622,-6.0733548,2.86479,84.00710196,0.5099326200000001,-29.8797597
0.72,72,-0.101,-1.007,0.094,-30.5386614,-6.6463128000000005,2.7501984,83.69770464000001,0.47555514,-29.94278508
0.73,73,-0.108,-1.068,0.078,-31.111619399999995,-9.740286,2.5210152000000003,83.38257774,0.44117766,-30.04018794000001
0.74,74,-0.098,-1.147,0.079,-32.4294228,-11.2872726,1.9480572,83.0502621,0.40680018,-30.15477954
0.75,75,-0.071,-1.255,0.062,-33.5753388,-10.5424272,1.4896908000000002,82.71794646,0.3724227000000001,-30.25791198
0.76,76,-0.038,-1.356,0.046,-32.4294228,-9.8548776,2.0053530000000004,82.39136040000002,0.3437748,-30.35531484
0.77,77,0.004,-1.389,0.043,-27.7311672,-8.8235532,3.4377480000000005,82.11061098,0.29793816,-30.44125854
0.78,78,0.033,-1.361,0.057,-23.835052800000003,-7.6776372,5.2139178,81.86996862,0.23491278,-30.510013500000003
0.79,79,0.028,-1.3090000000000002,0.08800000000000001,-21.7151082,-8.021412000000002,6.990087599999999,81.65224458,0.15469866,-30.58449804
0.8,80,-0.002,-1.293,0.116,-17.6471064,-9.568398599999998,10.6570188,81.48608676,0.03437748,-30.66471216
0.81,81,-0.033,-1.294,0.117,-14.667724800000002,-10.886202,16.902261,81.34284726,-0.14323950000000002,-30.74492628
0.8200000000000001,82,-0.045,-1.291,0.094,-14.0947668,-13.0634424,22.173474600000002,81.19960776,-0.37815228,-30.84232914
